"";"qnumq";"sexe";"aget";"matrim";"pratique";"enf";"activite";"prof";"dipl";"vote";"habitat";"localite";"revenu";"region";"K1"
"135";2879;"femme";"50-59ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"employe";"prof";"ecolo_non";"individuel";"Ville";"rev2";"Seine";"nature, oiseaux"
"136";4752;"femme";"60ans+";"En_couple";"Relig_regul";"avecEnfant";"inactif";"retraite";"NOdip";"ecolo_oui";"individuel";"Rural";"rev2";"Seine";"la nature, le voisinage"
"137";3009;"homme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"ouvrier";"Bac";"ecolo_oui";"individuel";"Bourg";"rev3";"Seine";"tout ce qui se trouve autour de nous quelque soit l'endroit où on se trouve"
"138";3245;"femme";"60ans+";"En_couple";"Relig_regul";"avecEnfant";"actif";"agricult";"Cep";"ecolo_oui";"individuel";"Bourg";"rev2";"Jura_Alpes";"pollution"
"139";2916;"femme";"60ans+";"En_couple";"Relig_regul";"avecEnfant";"inactif";"retraite";"Cep";"ecolo_non";"individuel";"Ville";"rev2";"S_BassinParis";"la propreté dans les rues"
"140";1871;"homme";"60ans+";"En_couple";"Relig_occas";"avecEnfant";"inactif";"retraite";"Supérieur";"ecolo_non";"individuel";"PTGV";"RevNSP";"Nord";"agréable"
"141";2254;"femme";"40-49ans";"Seul";"Relig_occas";"avecEnfant";"actif";"prof_interm";"Supérieur";"ecolo_non";"individuel";"Ville";"rev2";"S_Ouest";"la nature, la vie, la protection"
"142";3892;"homme";"40-49ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"enseig_etud";"Supérieur";"ecolo_oui";"individuel";"Bourg";"rev3";"Nord";"agréable"
"143";4276;"femme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"prof_interm";"Supérieur";"ecolo_non";"individuel";"Rural";"rev3";"Bretagne";"nature, lutte contre la pollution"
"144";4427;"femme";"60ans+";"Seul";"Rrelig_non";"avecEnfant";"inactif";"retraite";"Cep";"ecolo_oui";"individuel";"Bourg";"RevNSP";"Bretagne";"la campagne"
"145";5106;"femme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"commerc";"Be";"ecolo_non";"individuel";"Rural";"rev2";"S_Ouest";"calme, indépendance"
"146";1408;"homme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"prof_interm";"Supérieur";"ecolo_oui";"individuel";"PTGV";"rev3";"Jura_Alpes";"la nature en général"
"147";1646;"femme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"employe";"NOdip";"ecolo_oui";"individuel";"Bourg";"rev4";"Nord";"les espaces verts, les maisons, les gens, les magasins, tout"
"148";4250;"femme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"employe";"prof";"ecolo_non";"individuel";"Rurv";"rev3";"Bretagne";"la nature"
"149";710;"homme";"60ans+";"En_couple";"Rrelig_non";"avecEnfant";"inactif";"retraite";"NOdip";"ecolo_non";"individuel";"Ville";"rev2";"Mediterrannée";"la nature, propreté de la campagne, l'écologie"
"150";1918;"femme";"60ans+";"En_couple";"Relig_occas";"avecEnfant";"inactif";"retraite";"prof";"ecolo_non";"individuel";"Ville";"rev3";"Nord";"espaces verts, fleuris, calme, un peu d'animation commerciale sans excès"
"151";4977;"femme";"20-29ans";"Seul";"Rrelig_non";"sansEnfant";"actif";"employe";"prof";"ecolo_oui";"individuel";"Bourg";"rev2";"S_Ouest";"les paysages"
"152";611;"femme";"40-49ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"cadre_lib";"prof";"ecolo_non";"collectif";"PTGV";"rev4";"Seine";"ce qui existe autour de mon habitation et ce qui s'y passe, mon environnement professionnel, tout ce qui m'entoure"
"153";2017;"femme";"20-29ans";"En_couple";"Rrelig_non";"sansEnfant";"actif";"employe";"Supérieur";"ecolo_oui";"collectif";"GV";"rev3";"Nord";"la nature, l'air pur, la gaité, la bonne humeur"
"154";5468;"homme";"60ans+";"En_couple";"Relig_regul";"avecEnfant";"inactif";"retraite";"Cep";"ecolo_non";"individuel";"Bourg";"rev2";"Nord";"nature"
"155";2561;"femme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"enseig_etud";"Supérieur";"ecolo_oui";"individuel";"Bourg";"rev3";"Bretagne";"espaces verts, bois, rivières"
"156";2274;"femme";"40-49ans";"En_couple";"Relig_occas";"avecEnfant";"inactif";"inactif";"Be";"ecolo_oui";"individuel";"Rurv";"rev2";"S_Ouest";"la nature"
"157";392;"homme";"40-49ans";"En_couple";"Relig_regul";"avecEnfant";"actif";"ouvrier";"prof";"ecolo_oui";"collectif";"PTGV";"rev3";"Seine";"campagne, tranquillité, absence de pollution"
"158";582;"homme";"60ans+";"En_couple";"Relig_occas";"avecEnfant";"actif";"ouvrier";"NOdip";"ecolo_oui";"collectif";"PTGV";"rev2";"Seine";"tout ce qui ce passe à l'extérieur du logement de l'enquêté"
"159";3515;"homme";"60ans+";"En_couple";"Relig_occas";"avecEnfant";"actif";"ouvrier";"NOdip";"ecolo_non";"individuel";"Bourg";"rev3";"Jura_Alpes";"nature, bien vivre"
"160";2915;"homme";"60ans+";"En_couple";"Rrelig_non";"avecEnfant";"inactif";"retraite";"Cep";"ecolo_non";"individuel";"Ville";"rev3";"S_BassinParis";"respect de la nature souci de chaque individu"
"161";4562;"femme";"60ans+";"En_couple";"Rrelig_non";"avecEnfant";"inactif";"retraite";"Bac";"ecolo_oui";"individuel";"Ville";"rev3";"Bretagne";"la nature attaquée et dégradée par toutes les pollutions industrielles et individuelles"
"162";683;"femme";"60ans+";"En_couple";"Relig_occas";"avecEnfant";"inactif";"inactif";"Be";"ecolo_non";"individuel";"Bourg";"rev2";"Mediterrannée";"l'espace, les voisins, tout ce qui m'entoure"
"163";1042;"femme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"inactif";"inactif";"prof";"ecolo_non";"individuel";"Ville";"rev3";"Mediterrannée";"les alentours d'où je vis"
"164";3994;"femme";"50-59ans";"En_couple";"Relig_occas";"avecEnfant";"inactif";"inactif";"NOdip";"ecolo_non";"individuel";"Bourg";"rev2";"Bretagne";"la nature, respecter certaines choses"
"165";3597;"homme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"enseig_etud";"Supérieur";"ecolo_oui";"individuel";"Bourg";"rev3";"Jura_Alpes";"espace, écologie, environnement affectif"
"166";3681;"homme";"50-59ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"prof_interm";"Bac";"ecolo_oui";"individuel";"Rurv";"rev3";"Mediterrannée";"ce qui est autour"
"167";1625;"femme";"30-39ans";"Seul";"Rrelig_non";"avecEnfant";"actif";"cadre_lib";"Cep";"ecolo_oui";"collectif";"Ville";"rev3";"Nord";"cadre de vie"
"168";904;"homme";"60ans+";"En_couple";"Rrelig_non";"avecEnfant";"inactif";"retraite";"prof";"ecolo_oui";"individuel";"PGV";"rev2";"Mediterrannée";"tout"
"169";5487;"femme";"60ans+";"En_couple";"Relig_regul";"avecEnfant";"inactif";"retraite";"Cep";"ecolo_non";"individuel";"Bourg";"rev4";"Nord";"c'est ce qui est autour de nous"
"170";4847;"femme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"employe";"Bac";"ecolo_oui";"individuel";"Bourg";"rev3";"Seine";"tout ce que j'entends à la télé, la couche d'ozone, la pollution, le problème de manque d'eau, le cadre de ma vie quotidienne"
"171";2937;"femme";"50-59ans";"Seul";"Relig_occas";"avecEnfant";"actif";"cadre_lib";"Supérieur";"ecolo_non";"individuel";"Ville";"rev4";"S_BassinParis";"le cadre de vie, la pollution, la nature"
"172";5611;"femme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"enseig_etud";"Supérieur";"ecolo_non";"individuel";"Bourg";"rev3";"Centre";"nature, liberté, pollution"
"173";4334;"homme";"30-39ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"cadre_lib";"Supérieur";"ecolo_non";"individuel";"Rurv";"rev4";"Bretagne";"pollution, cadre de vie"
"174";604;"homme";"30-39ans";"En_couple";"Rrelig_non";"sansEnfant";"actif";"employe";"Be";"ecolo_oui";"collectif";"Ville";"rev3";"Seine";"la nature"
"175";983;"femme";"40-49ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"enseig_etud";"Supérieur";"ecolo_non";"collectif";"TGV";"rev3";"Mediterrannée";"le monde extérieur"
"176";4183;"homme";"40-49ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"ouvrier";"prof";"ecolo_oui";"individuel";"Bourg";"rev3";"Bretagne";"écologie, les verts, préserver la nature, se sentir bien où on vit"
"177";5682;"homme";"40-49ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"agricult";"prof";"ecolo_non";"individuel";"Rural";"rev1";"Centre";"nature, oiseaux"
"178";2202;"homme";"20-29ans";"Seul";"Relig_occas";"sansEnfant";"inactif";"enseig_etud";"Bac";"ecolo_non";"individuel";"Ville";"rev3";"S_Ouest";"la nature, la pollution"
"179";3130;"femme";"60ans+";"Seul";"Relig_occas";"avecEnfant";"inactif";"retraite";"Supérieur";"ecolo_oui";"individuel";"Bourg";"rev2";"Mediterrannée";"le village"
"180";4008;"femme";"30-39ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"enseig_etud";"Supérieur";"ecolo_non";"individuel";"Rurv";"rev3";"Bretagne";"pollution, industrie, nucléaire, campagne"
"181";4810;"femme";"60ans+";"En_couple";"Rrelig_non";"avecEnfant";"inactif";"retraite";"Cep";"ecolo_non";"individuel";"Bourg";"rev2";"Seine";"la famille"
"182";3333;"femme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"prof_interm";"Supérieur";"ecolo_non";"individuel";"Rurv";"rev2";"Jura_Alpes";"ce qui m'entoure"
"183";480;"homme";"40-49ans";"En_couple";"Relig_regul";"avecEnfant";"actif";"prof_interm";"Supérieur";"ecolo_non";"collectif";"PTGV";"rev3";"Seine";"nature"
"184";5356;"homme";"60ans+";"En_couple";"Rrelig_non";"avecEnfant";"inactif";"retraite";"prof";"ecolo_oui";"individuel";"Bourg";"rev3";"Nord";"les nuisances possibles"
"185";3304;"homme";"60ans+";"En_couple";"Rrelig_non";"avecEnfant";"inactif";"retraite";"prof";"ecolo_oui";"individuel";"Bourg";"rev3";"Jura_Alpes";"la campagne, l'air pur, la tranquillité"
"186";4220;"femme";"50-59ans";"En_couple";"Relig_regul";"avecEnfant";"inactif";"retraite";"Supérieur";"ecolo_non";"individuel";"Rural";"rev4";"Bretagne";"la nature"
"187";1403;"femme";"50-59ans";"Seul";"Rrelig_non";"avecEnfant";"inactif";"inactif";"prof";"ecolo_oui";"collectif";"Bourg";"rev2";"Jura_Alpes";"les espaces verts, l'oxygène, plaisir de la nature, les animaux, les gens"
"188";556;"homme";"30-39ans";"Seul";"Rrelig_non";"sansEnfant";"chomeur";"inactif";"Supérieur";"ecolo_non";"collectif";"PTGV";"rev2";"Seine";"espace quotidien"
"189";5720;"femme";"60ans+";"En_couple";"Relig_regul";"avecEnfant";"inactif";"inactif";"NOdip";"ecolo_non";"individuel";"Bourg";"rev1";"Centre";"la nature"
"190";523;"femme";"40-49ans";"En_couple";"Relig_regul";"avecEnfant";"actif";"enseig_etud";"Supérieur";"ecolo_oui";"collectif";"PTGV";"rev4";"Seine";"qualité de vie, espace, esthétique, calme, possibilité de loisir et de culture"
"191";5281;"homme";"60ans+";"Seul";"Rrelig_non";"sansEnfant";"actif";"agricult";"prof";"ecolo_oui";"individuel";"Rural";"rev1";"S_Ouest";"pollution"
"192";271;"femme";"60ans+";"En_couple";"Relig_occas";"avecEnfant";"inactif";"retraite";"Be";"ecolo_oui";"individuel";"Ville";"RevNSP";"Seine";"façon de vivre correcte, forêt, bord de l'eau, rue, circulation, contact humain"
"193";2399;"femme";"60ans+";"En_couple";"Relig_occas";"avecEnfant";"actif";"employe";"prof";"ecolo_non";"individuel";"Ville";"rev2";"S_Ouest";"la nature, ce qui est autour de nous"
"194";4733;"femme";"50-59ans";"Seul";"Rrelig_non";"avecEnfant";"chomeur";"inactif";"Cep";"ecolo_non";"individuel";"Bourg";"rev2";"Seine";"les alentours immédiats de notre maison"
"195";1262;"femme";"20-29ans";"Seul";"Rrelig_non";"sansEnfant";"inactif";"enseig_etud";"Supérieur";"ecolo_non";"collectif";"Ville";"RevNSP";"Jura_Alpes";"la montagne, annecy"
"196";4740;"homme";"60ans+";"Seul";"Rrelig_non";"avecEnfant";"inactif";"retraite";"Supérieur";"ecolo_non";"individuel";"Ville";"rev3";"Seine";"ensembles des données extérieures qui nous entoure et qui agissent plus ou moins favorablement sur nous (bruits, odeurs)"
"197";2281;"homme";"50-59ans";"En_couple";"Relig_occas";"avecEnfant";"chomeur";"inactif";"prof";"ecolo_oui";"individuel";"PTGV";"rev3";"S_Ouest";"bois, prairies, montagnes"
"198";1442;"homme";"20-29ans";"En_couple";"Relig_regul";"avecEnfant";"actif";"cadre_lib";"Supérieur";"ecolo_non";"collectif";"TGV";"rev4";"Jura_Alpes";"les espaces verts, la protection environnement, pollution, économie d'énergie, économie eau, déchets, les gens"
"199";3667;"homme";"20-29ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"prof_interm";"Supérieur";"ecolo_non";"individuel";"Rurv";"rev4";"Mediterrannée";"l'espace dans lequel on vit au quotidien"
"200";3608;"femme";"50-59ans";"Seul";"Relig_occas";"avecEnfant";"actif";"enseig_etud";"Bac";"ecolo_non";"individuel";"Bourg";"rev3";"Jura_Alpes";"la campagne, nature"
"201";3380;"homme";"40-49ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"commerc";"Bac";"ecolo_oui";"individuel";"Rurv";"rev3";"Jura_Alpes";"nature"
"202";5933;"homme";"60ans+";"En_couple";"Relig_regul";"avecEnfant";"inactif";"retraite";"Cep";"ecolo_non";"individuel";"Bourg";"rev3";"S_BassinParis";"nature"
"203";5688;"femme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"chomeur";"inactif";"Bac";"ecolo_oui";"individuel";"Rurv";"rev2";"Centre";"nature, pas de pollution, le calme, climat tempéré"
"204";2152;"femme";"30-39ans";"Seul";"Rrelig_non";"avecEnfant";"actif";"employe";"Be";"ecolo_oui";"collectif";"PGV";"rev2";"Seine";"jardins publics, nature"
"205";191;"femme";"40-49ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"prof_interm";"Supérieur";"ecolo_oui";"individuel";"Ville";"rev4";"Seine";"quelque chose d'agréable, verdure, propre, protégé, avec des amis"
"206";4171;"homme";"40-49ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"inactif";"prof";"ecolo_non";"individuel";"Rural";"RevNSP";"Bretagne";"pollution, nature"
"207";3056;"femme";"20-29ans";"En_couple";"Rrelig_non";"sansEnfant";"chomeur";"inactif";"prof";"ecolo_oui";"individuel";"Bourg";"rev3";"Seine";"propreté, présence de verdure de nature partout"
"208";2193;"homme";"30-39ans";"En_couple";"Relig_occas";"sansEnfant";"actif";"cadre_lib";"Supérieur";"ecolo_non";"collectif";"GV";"rev4";"Bretagne";"écologie, voisinage"
"209";5189;"femme";"60ans+";"En_couple";"Relig_regul";"avecEnfant";"inactif";"retraite";"Cep";"ecolo_oui";"individuel";"Rurv";"rev2";"S_Ouest";"nature, climat"
"210";2563;"femme";"40-49ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"cadre_lib";"Supérieur";"ecolo_non";"individuel";"Ville";"RevNSP";"Bretagne";"qualité de vie, l'eau, l'air, le bruit, les déchets"
"211";4070;"femme";"40-49ans";"En_couple";"Rrelig_non";"avecEnfant";"inactif";"inactif";"Bac";"ecolo_non";"individuel";"Rural";"rev3";"Bretagne";"nature"
"212";512;"femme";"60ans+";"Seul";"Relig_regul";"avecEnfant";"inactif";"retraite";"NOdip";"ecolo_non";"collectif";"PTGV";"rev1";"Seine";"autour de moi"
"213";3069;"femme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"employe";"prof";"ecolo_oui";"individuel";"Bourg";"rev4";"Seine";"je suis bien entourée, mon environnement est agréable"
"214";4415;"femme";"40-49ans";"En_couple";"Relig_regul";"avecEnfant";"actif";"employe";"prof";"ecolo_non";"individuel";"Rurv";"rev1";"Bretagne";"c'est beau, la nature qui entoure mon logement"
"215";3292;"homme";"30-39ans";"En_couple";"Relig_occas";"sansEnfant";"actif";"ouvrier";"prof";"ecolo_oui";"individuel";"Rurv";"RevNSP";"Jura_Alpes";"nature, sport, loisir"
"216";5268;"homme";"60ans+";"En_couple";"Rrelig_non";"avecEnfant";"actif";"employe";"NOdip";"ecolo_oui";"individuel";"Rurv";"rev3";"S_Ouest";"c'est le confort de la vie"
"217";4313;"femme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"prof_interm";"Bac";"ecolo_oui";"individuel";"Bourg";"rev3";"Bretagne";"tranquillité, loisir, nature"
"218";2478;"homme";"60ans+";"Seul";"Rrelig_non";"avecEnfant";"actif";"cadre_lib";"Supérieur";"ecolo_non";"collectif";"Ville";"rev2";"Centre";"la nature"
"219";1186;"femme";"30-39ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"employe";"Be";"ecolo_non";"individuel";"Ville";"rev3";"Jura_Alpes";"nature, bois, vert, eau, lac, calme, silence, vacances, baignade, planche à voile"
"220";1369;"femme";"60ans+";"Seul";"Rrelig_non";"avecEnfant";"inactif";"retraite";"Cep";"ecolo_non";"collectif";"Ville";"rev2";"Jura_Alpes";"la nature, la pollution"
"221";3759;"femme";"20-29ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"prof_interm";"Supérieur";"ecolo_non";"individuel";"Bourg";"rev3";"S_BassinParis";"la nature"
"222";3851;"homme";"50-59ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"ouvrier";"prof";"ecolo_oui";"individuel";"Bourg";"rev3";"Nord";"ce qui est autour, la nature"
"223";5318;"homme";"60ans+";"En_couple";"Rrelig_non";"avecEnfant";"actif";"ouvrier";"prof";"ecolo_non";"individuel";"Rurv";"rev3";"S_Ouest";"nature, bois, champs, jardins, l'eau"
"224";2115;"femme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"employe";"prof";"ecolo_oui";"individuel";"Bourg";"rev4";"Seine";"la nature, la campagne"
"225";3908;"femme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"inactif";"inactif";"NOdip";"ecolo_non";"individuel";"Bourg";"rev2";"Bretagne";"nature, espace, forêt"
"226";1214;"homme";"60ans+";"En_couple";"Relig_regul";"avecEnfant";"inactif";"retraite";"prof";"ecolo_non";"collectif";"Ville";"rev3";"Jura_Alpes";"ce qui entoure l'habitation"
"227";2920;"femme";"50-59ans";"Seul";"Relig_occas";"avecEnfant";"actif";"employe";"NOdip";"ecolo_non";"collectif";"Bourg";"rev2";"Seine";"être bien dans son logement"
"228";5606;"homme";"30-39ans";"En_couple";"Relig_regul";"avecEnfant";"actif";"agricult";"Supérieur";"ecolo_oui";"individuel";"Rural";"rev2";"Centre";"la nature, la qualité de vie, les lieux où l'on vit"
"229";30;"femme";"30-39ans";"Seul";"Rrelig_non";"sansEnfant";"actif";"prof_interm";"Bac";"ecolo_oui";"collectif";"TGV";"rev2";"Seine";"l'entourage"
"230";3565;"homme";"60ans+";"En_couple";"Relig_regul";"avecEnfant";"inactif";"retraite";"Cep";"ecolo_non";"individuel";"Bourg";"rev2";"Jura_Alpes";"la nature"
"231";293;"femme";"20-29ans";"Seul";"Relig_regul";"sansEnfant";"inactif";"enseig_etud";"Be";"ecolo_oui";"individuel";"PTGV";"rev3";"Seine";"la vie en société"
"232";3420;"homme";"40-49ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"cadre_lib";"Supérieur";"ecolo_oui";"individuel";"Rurv";"rev3";"Jura_Alpes";"la condition de vie"
"233";3620;"homme";"50-59ans";"En_couple";"Rrelig_non";"avecEnfant";"chomeur";"inactif";"Supérieur";"ecolo_non";"individuel";"Bourg";"rev2";"Jura_Alpes";"tranquillité, le bien être"
"234";975;"femme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"inactif";"inactif";"prof";"ecolo_non";"collectif";"TGV";"rev2";"Mediterrannée";"l'espace, propreté, cadre de vie"
"235";4119;"femme";"60ans+";"Seul";"Relig_occas";"avecEnfant";"chomeur";"inactif";"prof";"ecolo_oui";"individuel";"Ville";"rev2";"Bretagne";"mes voisins, l'endroit où on est"
"236";5207;"homme";"40-49ans";"En_couple";"Relig_regul";"avecEnfant";"actif";"employe";"prof";"ecolo_non";"individuel";"Bourg";"RevNSP";"S_Ouest";"la nature, cadre de vie"
"237";5614;"homme";"40-49ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"agricult";"prof";"ecolo_oui";"individuel";"Rural";"rev2";"Centre";"cadre de vie, mode de vie"
"238";2080;"femme";"60ans+";"Seul";"Relig_regul";"avecEnfant";"inactif";"retraite";"Be";"ecolo_non";"individuel";"Ville";"rev2";"Seine";"la nature, les gens qui m'entourent, les amis, la famille"
"239";286;"homme";"40-49ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"prof_interm";"Cep";"ecolo_oui";"individuel";"Ville";"rev3";"Seine";"ce qui est autour de moi, la nature, la vie, tous les environs"
"240";2600;"femme";"20-29ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"prof_interm";"prof";"ecolo_oui";"individuel";"Rurv";"rev2";"Bretagne";"sain, calme, sans pollution"
"241";3342;"homme";"30-39ans";"Seul";"Rrelig_non";"sansEnfant";"actif";"prof_interm";"prof";"ecolo_oui";"individuel";"Bourg";"rev3";"Jura_Alpes";"la nature, qualité de la vie, cadre de vie"
"242";4877;"femme";"60ans+";"Seul";"Relig_occas";"avecEnfant";"actif";"agricult";"Cep";"ecolo_oui";"individuel";"Bourg";"rev3";"Seine";"proximité du logement, alentours visibles et accessibles"
"243";1814;"femme";"20-29ans";"Seul";"Rrelig_non";"sansEnfant";"inactif";"enseig_etud";"prof";"ecolo_oui";"individuel";"PGV";"rev3";"Nord";"la nature"
"244";1174;"homme";"40-49ans";"Seul";"Rrelig_non";"sansEnfant";"actif";"ouvrier";"Cep";"ecolo_non";"individuel";"Bourg";"rev2";"Jura_Alpes";"l'entourage"
"245";1941;"femme";"20-29ans";"Seul";"Rrelig_non";"sansEnfant";"actif";"prof_interm";"Supérieur";"ecolo_oui";"individuel";"Ville";"rev3";"Nord";"la nature"
"246";3758;"homme";"30-39ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"cadre_lib";"Supérieur";"ecolo_non";"individuel";"Bourg";"rev3";"S_BassinParis";"le cadre de vie"
